keys,freq,word1,word2
"""or ladakh""",4,or,ladakh
"""kch nhe""",4,kch,nhe
"""baloochistan aur""",4,baloochistan,aur
"""states se""",4,states,se
"""a sab""",4,a,sab
"""ko kaise""",4,ko,kaise
"""de dena""",4,de,dena
"""day bharat""",4,day,bharat
"""seriously mat""",4,seriously,mat
"""abay chutiay""",4,abay,chutiay
"""economy sambhal""",4,economy,sambhal
"""charge kr""",4,charge,kr
"""me congress""",4,me,congress
"""builder se""",4,builder,se
"""sb logo""",4,sb,logo
"""website hai""",4,website,hai
"""pakistan toh""",4,pakistan,toh
"""or khalistan""",4,or,khalistan
"""or thoda""",4,or,thoda
"""desh he""",4,desh,he
"""meeting bulata""",4,meeting,bulata
"""ban ki""",4,ban,ki
"""family nhi""",4,family,nhi
"""she mere""",4,she,mere
"""against fir""",4,against,fir
"""proof dikha""",4,proof,dikha
"""or akash""",4,or,akash
"""movies bhi""",4,movies,bhi
"""blame mat""",4,blame,mat
"""opposition party""",4,opposition,party
"""ne twitter""",4,ne,twitter
"""world m""",4,world,m
"""interview mein""",4,interview,mein
"""or musalman""",4,or,musalman
"""paida karne""",4,paida,karne
"""help sir""",4,help,sir
"""k shaheed""",4,k,shaheed
"""sale suar""",4,sale,suar
"""rape krta""",4,rape,krta
"""in urdu""",4,in,urdu
"""surrender ki""",4,surrender,ki
"""crore ki""",4,crore,ki
"""terrorist hain""",4,terrorist,hain
"""partifal me""",4,partifal,me
"""be hindu""",4,be,hindu
"""to brahman""",4,to,brahman
"""business nahi""",4,business,nahi
"""kr lene""",4,kr,lene
"""channel khol""",4,channel,khol
"""hoty han""",4,hoty,han
"""n kro""",4,n,kro
"""os ko""",4,os,ko
"""dogle hote""",4,dogle,hote
"""log us""",4,log,us
"""per bat""",4,per,bat
"""day mere""",4,day,mere
"""beech beech""",4,beech,beech
"""reporter hai""",4,reporter,hai
"""plot kashmir""",4,plot,kashmir
"""mata ka""",4,mata,ka
"""drive kar""",4,drive,kar
"""comedy k""",4,comedy,k
"""girls hi""",4,girls,hi
"""long live""",4,long,live
"""august tak""",4,august,tak
"""tv raat""",4,tv,raat
"""naxal ko""",4,naxal,ko
"""congress parti""",4,congress,parti
"""haters ka""",4,haters,ka
"""mona darling""",4,mona,darling
"""ullah khan""",4,ullah,khan
"""liberals ki""",4,liberals,ki
"""competition hota""",4,competition,hota
"""due to""",4,due,to
"""business k""",4,business,k
"""bht achy""",4,bht,achy
"""kch nh""",4,kch,nh
"""se hm""",4,se,hm
"""imran ki""",4,imran,ki
"""captain aur""",4,captain,aur
"""british raj""",4,british,raj
"""kr to""",4,kr,to
"""k peechay""",4,k,peechay
"""niyazi ko""",4,niyazi,ko
"""italy ja""",4,italy,ja
"""dead ho""",4,dead,ho
"""national party""",4,national,party
"""ka solution""",4,ka,solution
"""private kar""",4,private,kar
"""world tour""",4,world,tour
"""k pooray""",4,k,pooray
"""etc sabhi""",4,etc,sabhi
"""defamation ka""",4,defamation,ka
"""congres party""",4,congres,party
"""gira k""",4,gira,k
"""drugs ka""",4,drugs,ka
"""free dene""",4,free,dene
"""brainwash kar""",4,brainwash,kar
"""ko mat""",4,ko,mat
"""rajya me""",4,rajya,me
"""beach ke""",4,beach,ke
"""delete maar""",4,delete,maar
"""pass is""",4,pass,is
"""b bta""",4,b,bta
"""army ney""",4,army,ney
"""he chal""",4,he,chal
"""pic aur""",4,pic,aur
"""in mohtarma""",4,in,mohtarma
"""hajj pe""",4,hajj,pe
"""standard hai""",4,standard,hai
"""army h""",4,army,h
"""lazim ha""",4,lazim,ha
"""cast mai""",4,cast,mai
"""caste ki""",4,caste,ki
"""prayas kiya""",4,prayas,kiya
"""bc tum""",4,bc,tum
"""m ho""",4,m,ho
"""third class""",4,third,class
"""abe laude""",4,abe,laude
"""k mamle""",4,k,mamle
"""pe na""",4,pe,na
"""thay or""",4,thay,or
"""status hai""",4,status,hai
"""for my""",4,for,my
"""ker lain""",4,ker,lain
"""karne ki""",4,karne,ki
"""kr deni""",4,kr,deni
"""related hai""",4,related,hai
"""rapistan ki""",4,rapistan,ki
"""army pr""",4,army,pr
"""3bhk flat""",4,3bhk,flat
"""ker rahe""",4,ker,rahe
"""sir k""",4,sir,k
"""politicians ek""",4,politicians,ek
"""atankwadi hai""",4,atankwadi,hai
"""plan to""",4,plan,to
"""worker se""",4,worker,se
"""comment ka""",4,comment,ka
"""to one""",4,to,one
"""mahoday jaisa""",4,mahoday,jaisa
"""of haryana""",4,of,haryana
"""k rate""",4,k,rate
"""population ki""",4,population,ki
"""least apne""",4,least,apne
"""or janta""",4,or,janta
"""zomato wala""",4,zomato,wala
"""congress ya""",4,congress,ya
"""trust hai""",4,trust,hai
"""de ameen""",4,de,ameen
"""half kashmir""",4,half,kashmir
"""the hi""",4,the,hi
"""case pe""",4,case,pe
"""e awal""",4,e,awal
"""ne pok""",4,ne,pok
"""o nasir""",4,o,nasir
"""are yr""",4,are,yr
"""sy dar""",4,sy,dar
"""restaurant me""",4,restaurant,me
"""saw k""",4,saw,k
"""show bhi""",4,show,bhi
"""poster laga""",4,poster,laga
"""f16 ko""",4,f16,ko
"""post aur""",4,post,aur
"""gutter me""",4,gutter,me
"""chal raha""",4,chal,raha
"""in donon""",4,in,donon
"""against nahi""",4,against,nahi
"""ambulance karmchari""",4,ambulance,karmchari
"""majority mai""",4,majority,mai
"""tor k""",4,tor,k
"""main log""",4,main,log
"""bomb to""",4,bomb,to
"""speech suna""",4,speech,suna
"""dal kr""",4,dal,kr
"""free time""",4,free,time
"""contact kijiye""",4,contact,kijiye
"""economy tumhari""",4,economy,tumhari
"""public k""",4,public,k
"""account to""",4,account,to
"""sb agar""",4,sb,agar
"""world record""",4,world,record
"""hy sub""",4,hy,sub
"""kbi ni""",4,kbi,ni
"""school pe""",4,school,pe
"""palestine bana""",4,palestine,bana
"""ban jaate""",4,ban,jaate
"""rss ko""",4,rss,ko
"""factory ka""",4,factory,ka
"""delivery ke""",4,delivery,ke
"""se paisa""",4,se,paisa
"""mafia ki""",4,mafia,ki
"""sb apko""",4,sb,apko
"""solution ni""",4,solution,ni
"""bank me""",4,bank,me
"""too much""",4,too,much
"""wo scene""",4,wo,scene
"""out de""",4,out,de
"""icu me""",4,icu,me
"""from bihar""",4,from,bihar
"""acha tou""",4,acha,tou
"""gang k""",4,gang,k
"""ni hua""",4,ni,hua
"""fad di""",4,fad,di
"""urine ke""",4,urine,ke
"""track pe""",4,track,pe
"""par sign""",4,par,sign
"""minority me""",4,minority,me
"""recipe masaledaar""",4,recipe,masaledaar
"""signal pe""",4,signal,pe
"""support ker""",4,support,ker
"""indian me""",4,indian,me
"""to unse""",4,to,unse
"""nai bola""",4,nai,bola
"""career ka""",4,career,ka
"""deserve karta""",4,deserve,karta
"""ab tm""",4,ab,tm
"""arrest hi""",4,arrest,hi
"""kra de""",4,kra,de
"""google ne""",4,google,ne
"""load le""",4,load,le
"""indian kutto""",4,indian,kutto
"""go to""",4,go,to
"""problems ke""",4,problems,ke
"""se kashmir""",4,se,kashmir
"""to sing""",4,to,sing
"""se tumhare""",4,se,tumhare
"""tweeter me""",4,tweeter,me
"""ho bs""",4,ho,bs
"""to logo""",4,to,logo
"""ka na""",4,ka,na
"""insta pr""",4,insta,pr
"""m so""",4,m,so
"""islam paida""",4,islam,paida
"""toilet banane""",4,toilet,banane
"""ab aya""",4,ab,aya
"""phone gift""",4,phone,gift
"""comment mai""",4,comment,mai
"""to upar""",4,to,upar
"""e ni""",4,e,ni
"""mindset hai""",4,mindset,hai
"""loved it""",4,loved,it
"""k baal""",4,k,baal
"""tweets kiye""",4,tweets,kiye
"""officer ka""",4,officer,ka
"""flag hi""",4,flag,hi
"""safe hi""",4,safe,hi
"""k kon""",4,k,kon
"""horror movie""",4,horror,movie
"""qom ka""",4,qom,ka
"""afghan taliban""",4,afghan,taliban
"""capture kiya""",4,capture,kiya
"""olad paida""",4,olad,paida
"""christian hai""",4,christian,hai
"""confidence ki""",4,confidence,ki
"""selected hai""",4,selected,hai
"""paida kiye""",4,paida,kiye
"""send kro""",4,send,kro
"""ka dhong""",4,ka,dhong
"""celebrate nahi""",4,celebrate,nahi
"""tea ka""",4,tea,ka
"""bhakts log""",4,bhakts,log
"""lga k""",4,lga,k
"""result bhi""",4,result,bhi
"""to app""",4,to,app
"""k kuch""",4,k,kuch
"""minister par""",4,minister,par
"""main tum""",4,main,tum
"""cousin hai""",4,cousin,hai
"""army jab""",4,army,jab
"""ban skta""",4,ban,skta
"""biggest bhandara""",4,biggest,bhandara
"""or inshallah""",4,or,inshallah
"""country hota""",4,country,hota
"""meet up""",4,meet,up
"""phly din""",4,phly,din
"""song ki""",4,song,ki
"""shoot kr""",4,shoot,kr
"""or loota""",4,or,loota
"""free free""",4,free,free
"""month tak""",4,month,tak
"""to alag""",4,to,alag
"""parking hai""",4,parking,hai
"""rakesh papa""",4,rakesh,papa
"""start karte""",4,start,karte
"""hours me""",4,hours,me
"""minute me""",4,minute,me
"""men ko""",4,men,ko
"""gunpoint par""",4,gunpoint,par
"""destroy kiya""",4,destroy,kiya
"""actually me""",4,actually,me
"""toilet mein""",4,toilet,mein
"""me chale""",4,me,chale
"""b kr""",4,b,kr
"""k dramay""",4,k,dramay
"""sarm kro""",4,sarm,kro
"""google me""",4,google,me
"""order de""",4,order,de
"""bana hua""",4,bana,hua
"""tha ya""",4,tha,ya
"""contribution hai""",4,contribution,hai
"""sanskrit ka""",4,sanskrit,ka
"""or puri""",4,or,puri
"""meaning hai""",4,meaning,hai
"""tha ye""",4,tha,ye
"""her us""",4,her,us
"""gift ki""",4,gift,ki
"""minority ka""",4,minority,ka
"""fighters ko""",4,fighters,ko
"""army ho""",4,army,ho
"""ndtv ke""",4,ndtv,ke
"""he ab""",4,he,ab
"""respect karte""",4,respect,karte
"""attack hota""",4,attack,hota
"""afghanistan tak""",4,afghanistan,tak
"""youth ki""",4,youth,ki
"""cong me""",4,cong,me
"""charging pe""",4,charging,pe
"""it is""",4,it,is
"""ek train""",4,ek,train
"""is percham""",4,is,percham
"""achi kr""",4,achi,kr
"""ka jab""",4,ka,jab
"""to humare""",4,to,humare
"""are suwar""",4,are,suwar
"""per nahi""",4,per,nahi
"""model ban""",4,model,ban
"""address kr""",4,address,kr
"""cm ne""",4,cm,ne
"""followers badh""",4,followers,badh
"""ka samarthan""",4,ka,samarthan
"""sy achi""",4,sy,achi
"""pehly din""",4,pehly,din
"""se call""",4,se,call
"""decision lete""",4,decision,lete
"""ker lein""",4,ker,lein
"""quit kar""",4,quit,kar
"""ignore hone""",4,ignore,hone
"""cm haryana""",4,cm,haryana
"""style me""",4,style,me
"""send karu""",4,send,karu
"""aur app""",4,aur,app
"""politics k""",4,politics,k
"""ky nam""",4,ky,nam
"""treatment nahi""",4,treatment,nahi
"""development hua""",4,development,hua
"""barnol laga""",4,barnol,laga
"""language nahi""",4,language,nahi
"""photo mein""",4,photo,mein
"""dein aur""",4,dein,aur
"""journalist aaj""",4,journalist,aaj
"""population thi""",4,population,thi
"""dogs ke""",4,dogs,ke
"""per inko""",4,per,inko
"""export karte""",4,export,karte
"""time sy""",4,time,sy
"""saleem safi""",4,saleem,safi
"""mafia ko""",4,mafia,ko
"""defend karta""",4,defend,karta
"""ny is""",4,ny,is
"""sorry for""",4,sorry,for
"""argue karne""",4,argue,karne
"""school jane""",4,school,jane
"""missing u""",4,missing,u
"""give up""",4,give,up
"""handle name""",4,handle,name
"""cast kiya""",4,cast,kiya
"""area m""",4,area,m
"""video purana""",4,video,purana
"""popular hone""",4,popular,hone
"""m aa""",4,m,aa
"""case kr""",4,case,kr
"""loyalty bhi""",4,loyalty,bhi
"""sir is""",4,sir,is
"""example diya""",4,example,diya
"""is liay""",4,is,liay
"""release nhi""",4,release,nhi
"""is road""",4,is,road
"""england me""",4,england,me
"""feel ni""",4,feel,ni
"""h pr""",4,h,pr
"""follow bhi""",4,follow,bhi
"""mt ho""",4,mt,ho
"""qaim ali""",4,qaim,ali
"""writer ko""",4,writer,ko
"""u p""",4,u,p
"""iodine namak""",4,iodine,namak
"""k video""",4,k,video
"""pashtun ko""",4,pashtun,ko
"""logon ko""",4,logon,ko
"""ker daita""",4,ker,daita
"""kar rhy""",4,kar,rhy
"""world ne""",4,world,ne
"""pay kar""",4,pay,kar
"""tou ne""",4,tou,ne
"""k india""",4,k,india
"""sale sare""",4,sale,sare
"""k kr""",4,k,kr
"""ho or""",4,ho,or
"""ban chuka""",4,ban,chuka
"""media ab""",4,media,ab
"""friends ne""",4,friends,ne
"""internet bandh""",4,internet,bandh
"""bc itna""",4,bc,itna
"""tch tch""",4,tch,tch
"""apny bacho""",4,apny,bacho
"""ny azad""",4,ny,azad
"""say door""",4,say,door
"""ma ny""",4,ma,ny
"""partner hai""",4,partner,hai
"""pta hota""",4,pta,hota
"""baloochistan ko""",4,baloochistan,ko
"""nahi laga""",4,nahi,laga
"""sheikh abdullah""",4,sheikh,abdullah
"""pel diya""",4,pel,diya
"""protest kare""",4,protest,kare
"""kg ka""",4,kg,ka
"""di ja""",4,di,ja
"""hindu hai""",4,hindu,hai
"""hamid sahib""",4,hamid,sahib
"""rape hone""",4,rape,hone
"""army man""",4,army,man
"""content ki""",4,content,ki
"""hospital nhi""",4,hospital,nhi
"""to chai""",4,to,chai
"""down kar""",4,down,kar
"""k kutte""",4,k,kutte
"""student ki""",4,student,ki
"""such hota""",4,such,hota
"""idher udher""",4,idher,udher
"""kar ky""",4,kar,ky
"""mtlb nhi""",4,mtlb,nhi
"""student ho""",4,student,ho
"""is bibi""",4,is,bibi
"""to rone""",4,to,rone
"""protest ki""",4,protest,ki
"""post karta""",4,post,karta
"""film ke""",4,film,ke
"""orton ko""",4,orton,ko
"""per sawal""",4,per,sawal
"""rs kuch""",4,rs,kuch
"""k dour""",4,k,dour
"""block karta""",4,block,karta
"""rashtra hit""",4,rashtra,hit
"""animal ki""",4,animal,ki
"""ho gi""",4,ho,gi
"""rha hn""",4,rha,hn
"""be pakistani""",4,be,pakistani
"""with love""",4,with,love
"""opposition mei""",4,opposition,mei
"""proof karna""",4,proof,karna
"""minority ho""",4,minority,ho
"""bali q""",4,bali,q
"""payment ke""",4,payment,ke
"""space me""",4,space,me
"""general ne""",4,general,ne
"""or aisa""",4,or,aisa
"""sub choron""",4,sub,choron
"""sa eid""",4,sa,eid
"""swimming pool""",4,swimming,pool
"""forces se""",4,forces,se
"""girls to""",4,girls,to
"""atankwadi hain""",4,atankwadi,hain
"""ko koi""",4,ko,koi
"""agent bol""",4,agent,bol
"""trends se""",4,trends,se
"""vikas ki""",4,vikas,ki
"""to nhe""",4,to,nhe
"""didi ji""",4,didi,ji
"""appeal hai""",4,appeal,hai
"""quality hai""",4,quality,hai
"""no bro""",4,no,bro
"""k vote""",4,k,vote
"""porkistan to""",4,porkistan,to
"""free h""",4,free,h
"""porkis ki""",4,porkis,ki
"""to bacha""",4,to,bacha
"""whatsapp se""",4,whatsapp,se
"""ch fawad""",4,ch,fawad
"""35a laga""",4,35a,laga
"""suresh ji""",4,suresh,ji
"""inho ny""",4,inho,ny
"""per dhyan""",4,per,dhyan
"""hospital bana""",4,hospital,bana
"""and gang""",4,and,gang
"""photo post""",4,photo,post
"""f16 aur""",4,f16,aur
"""coupta ji""",4,coupta,ji
"""belong krta""",4,belong,krta
"""border ke""",4,border,ke
"""country ho""",4,country,ho
"""for sake""",4,for,sake
"""friends hai""",4,friends,hai
"""curfew aur""",4,curfew,aur
"""line to""",4,line,to
"""doc ko""",4,doc,ko
"""board ka""",4,board,ka
"""debate karna""",4,debate,karna
"""mode pe""",4,mode,pe
"""elections mai""",4,elections,mai
"""i guess""",4,i,guess
"""kidnap karne""",4,kidnap,karne
"""town ki""",4,town,ki
"""publicity mil""",4,publicity,mil
"""report hai""",4,report,hai
"""movies ban""",4,movies,ban
"""ki limit""",4,ki,limit
"""send me""",4,send,me
"""you mean""",4,you,mean
"""safe hain""",4,safe,hain
"""family party""",4,family,party
"""shooting kar""",4,shooting,kar
"""defend nahi""",4,defend,nahi
"""guns se""",4,guns,se
"""reservation kyun""",4,reservation,kyun
"""per bi""",4,per,bi
"""b q""",4,b,q
"""dish tv""",4,dish,tv
"""mar kar""",4,mar,kar
"""thanks bro""",4,thanks,bro
"""ministers ko""",4,ministers,ko
"""wale ki""",4,wale,ki
"""also abdui""",4,also,abdui
"""thy us""",4,thy,us
"""ka kuch""",4,ka,kuch
"""pr aise""",4,pr,aise
"""ge or""",4,ge,or
"""or punjab""",4,or,punjab
"""ndtv ye""",4,ndtv,ye
"""chly jayen""",4,chly,jayen
"""to ise""",4,to,ise
"""transfer kar""",4,transfer,kar
"""tweets wale""",4,tweets,wale
"""sambit patra""",4,sambit,patra
"""wazahat nhn""",4,wazahat,nhn
"""sobey se""",4,sobey,se
"""mn ac""",4,mn,ac
"""dek kar""",4,dek,kar
"""in pakistaniyon""",4,in,pakistaniyon
"""constitution ko""",4,constitution,ko
"""in rajya""",4,in,rajya
"""true yaar""",4,true,yaar
"""reply deta""",4,reply,deta
"""indira ne""",4,indira,ne
"""kr or""",4,kr,or
"""as tarha""",4,as,tarha
"""my to""",4,my,to
"""li h""",4,li,h
"""eid ul""",4,eid,ul
"""pelting karte""",4,pelting,karte
"""ki history""",4,ki,history
"""btw eid""",4,btw,eid
"""order kia""",4,order,kia
"""manya desh""",4,manya,desh
"""sonia ne""",4,sonia,ne
"""me chal""",4,me,chal
"""ha us""",4,ha,us
"""others bhai""",4,others,bhai
"""muslims allah""",4,muslims,allah
"""k bahr""",4,k,bahr
"""muslims in""",4,muslims,in
"""decide krega""",4,decide,krega
"""comment tum""",4,comment,tum
"""tomato ka""",4,tomato,ka
"""cross ho""",4,cross,ho
"""reply hi""",4,reply,hi
"""responsibility nahi""",4,responsibility,nahi
"""surprise hai""",4,surprise,hai
"""ko open""",4,ko,open
"""respected ji""",4,respected,ji
"""me try""",4,me,try
"""us py""",4,us,py
"""politics walo""",4,politics,walo
"""sport karty""",4,sport,karty
"""ke hisaab""",4,ke,hisaab
"""5th tak""",4,5th,tak
"""pm bana""",4,pm,bana
"""that agar""",4,that,agar
"""development kiya""",4,development,kiya
"""pelting ke""",4,pelting,ke
"""forget kashmir""",4,forget,kashmir
"""sonia to""",4,sonia,to
"""day de""",4,day,de
"""sir bs""",4,sir,bs
"""per zulam""",4,per,zulam
"""time mein""",4,time,mein
"""to check""",4,to,check
"""bs kr""",4,bs,kr
"""congressiyo k""",4,congressiyo,k
"""matter nhi""",4,matter,nhi
"""tweet nhi""",4,tweet,nhi
"""and unki""",4,and,unki
"""ministry ko""",4,ministry,ko
"""competition me""",4,competition,me
"""congress abhi""",4,congress,abhi
"""trending matlab""",4,trending,matlab
"""supporter nahin""",4,supporter,nahin
"""h wahan""",4,h,wahan
"""months mein""",4,months,mein
"""ki india""",4,ki,india
"""ko bharat""",4,ko,bharat
"""indians hi""",4,indians,hi
"""is country""",4,is,country
"""join ki""",4,join,ki
"""bi koi""",4,bi,koi
"""ka pata""",4,ka,pata
"""episode ki""",4,episode,ki
"""pakistanion ko""",4,pakistanion,ko
"""boy ke""",4,boy,ke
"""gormint ne""",4,gormint,ne
"""may b""",4,may,b
"""that to""",4,that,to
"""promote karna""",4,promote,karna
"""indian k""",4,indian,k
"""state h""",4,state,h
"""division ko""",4,division,ko
"""perform kar""",4,perform,kar
"""water ke""",4,water,ke
"""sab band""",4,sab,band
"""unfollow bhi""",4,unfollow,bhi
"""meeting k""",4,meeting,k
"""damage kar""",4,damage,kar
"""video bna""",4,video,bna
"""hota hy""",4,hota,hy
"""may jo""",4,may,jo
"""month pahle""",4,month,pahle
"""history mat""",4,history,mat
"""pakistan gaya""",4,pakistan,gaya
"""education aur""",4,education,aur
"""to achi""",4,to,achi
"""14august ko""",4,14august,ko
"""or gyan""",4,or,gyan
"""baloch sindh""",4,baloch,sindh
"""lar rha""",4,lar,rha
"""imam e""",4,imam,e
"""palestine ki""",4,palestine,ki
"""modi ki""",4,modi,ki
"""banana tha""",4,banana,tha
"""statement bhi""",4,statement,bhi
"""h bs""",4,h,bs
"""propose kr""",4,propose,kr
"""congressi kutto""",4,congressi,kutto
"""strike hua""",4,strike,hua
"""to online""",4,to,online
"""expose kiya""",4,expose,kiya
"""be mc""",4,be,mc
"""prize mil""",4,prize,mil
"""ki nahin""",4,ki,nahin
"""double holiday""",4,double,holiday
"""wala banda""",4,wala,banda
"""pakistan ney""",4,pakistan,ney
"""say sindh""",4,say,sindh
"""ka reason""",4,ka,reason
"""of imran""",4,of,imran
"""b tha""",4,b,tha
"""leader bana""",4,leader,bana
"""board me""",4,board,me
"""yrs ka""",4,yrs,ka
"""ny kea""",4,ny,kea
"""reality aur""",4,reality,aur
"""cancel nahi""",4,cancel,nahi
"""and me""",4,and,me
"""endia k""",4,endia,k
"""to ajj""",4,to,ajj
"""a tho""",4,a,tho
"""educate karenge""",4,educate,karenge
"""shop pe""",4,shop,pe
"""par logo""",4,par,logo
"""he ram""",4,he,ram
"""hamid k""",4,hamid,k
"""bat hi""",4,bat,hi
"""prerna n""",4,prerna,n
"""popularity ke""",4,popularity,ke
"""say hisaab""",4,say,hisaab
"""free mai""",4,free,mai
"""govt sab""",4,govt,sab
"""pm to""",4,pm,to
"""or apki""",4,or,apki
"""nagpur se""",4,nagpur,se
"""attention pane""",4,attention,pane
"""release hua""",4,release,hua
"""possible hi""",4,possible,hi
"""schools mein""",4,schools,mein
"""is na""",4,is,na
"""gia ha""",4,gia,ha
"""pmln ke""",4,pmln,ke
"""or kam""",4,or,kam
"""order ke""",4,order,ke
"""kerney k""",4,kerney,k
"""main tweet""",4,main,tweet
"""robert wadra""",4,robert,wadra
"""urine pee""",4,urine,pee
"""defend karte""",4,defend,karte
"""negative hai""",4,negative,hai
"""generation ki""",4,generation,ki
"""gun point""",4,gun,point
"""pics se""",4,pics,se
"""track par""",4,track,par
"""afghan ko""",4,afghan,ko
"""me sunset""",4,me,sunset
"""band ki""",4,band,ki
"""ambala cantt""",4,ambala,cantt
"""de dunga""",4,de,dunga
"""fake id""",4,fake,id
"""logic na""",4,logic,na
"""apny ghar""",4,apny,ghar
"""clear karna""",4,clear,karna
"""reality mein""",4,reality,mein
"""k maar""",4,k,maar
"""ban gai""",4,ban,gai
"""riots ho""",4,riots,ho
"""railway mai""",4,railway,mai
"""block ka""",4,block,ka
"""help karoge""",4,help,karoge
"""sb aur""",4,sb,aur
"""krny ke""",4,krny,ke
"""or bakwas""",4,or,bakwas
"""to ky""",4,to,ky
"""grast hai""",4,grast,hai
"""rupe pti""",4,rupe,pti
"""station ja""",4,station,ja
"""window se""",4,window,se
"""major sahib""",4,major,sahib
"""day manate""",4,day,manate
"""del kar""",4,del,kar
"""complete kar""",4,complete,kar
"""relief ke""",4,relief,ke
"""headline bana""",4,headline,bana
"""h warna""",4,h,warna
"""word me""",4,word,me
"""mund mund""",4,mund,mund
"""partition hua""",4,partition,hua
"""plot le""",4,plot,le
"""k border""",4,k,border
"""hospital ja""",4,hospital,ja
"""stage par""",4,stage,par
"""movement ka""",4,movement,ka
"""bore ho""",4,bore,ho
"""lg raha""",4,lg,raha
"""a life""",4,a,life
"""kr apna""",4,kr,apna
"""say but""",4,say,but
"""help nai""",4,help,nai
"""dp pe""",4,dp,pe
"""k speed""",4,k,speed
"""rahy k""",4,rahy,k
"""her waise""",4,her,waise
"""k leay""",4,k,leay
"""centre me""",4,centre,me
"""anti national""",4,anti,national
"""de chuka""",4,de,chuka
"""history pe""",4,history,pe
"""may ab""",4,may,ab
"""pata nahi""",4,pata,nahi
"""east ki""",4,east,ki
"""and ur""",4,and,ur
"""ha na""",4,ha,na
"""the sab""",4,the,sab
"""sara din""",4,sara,din
"""gand marte""",4,gand,marte
"""follow me""",4,follow,me
"""k tweets""",4,k,tweets
"""ambadkar nagar""",4,ambadkar,nagar
"""village alapur""",4,village,alapur
"""is dunya""",4,is,dunya
"""line mar""",4,line,mar
"""sonia k""",4,sonia,k
"""dy to""",4,dy,to
"""or bhe""",4,or,bhe
"""upload karte""",4,upload,karte
"""gormint ke""",4,gormint,ke
"""journalism ko""",4,journalism,ko
"""jail may""",4,jail,may
"""do gy""",4,do,gy
"""election k""",4,election,k
"""ne support""",4,ne,support
"""hamid sahab""",4,hamid,sahab
"""building me""",4,building,me
"""pakistan mn""",4,pakistan,mn
"""se request""",4,se,request
"""es bare""",4,es,bare
"""ka part""",4,ka,part
"""mile to""",4,mile,to
"""curfew kyu""",4,curfew,kyu
"""obc ke""",4,obc,ke
"""school ko""",4,school,ko
"""band kyu""",4,band,kyu
"""bs ap""",4,bs,ap
"""frustration se""",4,frustration,se
"""guru ravidas""",4,guru,ravidas
"""mudde pr""",4,mudde,pr
"""movie ki""",4,movie,ki
"""ready hu""",4,ready,hu
"""hy nahi""",4,hy,nahi
"""py zulam""",4,py,zulam
"""training di""",4,training,di
"""wash kar""",4,wash,kar
"""industry ki""",4,industry,ki
"""form mein""",4,form,mein
"""google karna""",4,google,karna
"""songs ki""",4,songs,ki
"""but maine""",4,but,maine
"""atankwad nhi""",4,atankwad,nhi
"""hata de""",4,hata,de
"""dooro dooro""",4,dooro,dooro
"""minutes ka""",4,minutes,ka
"""block mar""",4,block,mar
"""operation ki""",4,operation,ki
"""kapron main""",4,kapron,main
"""tamater ke""",4,tamater,ke
"""balochistan gilgit""",4,balochistan,gilgit
"""week ki""",4,week,ki
"""agar congress""",4,agar,congress
"""wait nhi""",4,wait,nhi
"""jamyang ji""",4,jamyang,ji
"""is is""",4,is,is
"""the wire""",4,the,wire
"""news ne""",4,news,ne
"""is umer""",4,is,umer
"""pakistan tamatar""",4,pakistan,tamatar
"""economy toh""",4,economy,toh
"""se main""",4,se,main
"""jo k""",4,jo,k
"""news walo""",4,news,walo
"""record check""",4,record,check
"""diet par""",4,diet,par
"""twitter te""",4,twitter,te
"""cool k""",4,cool,k
"""process me""",4,process,me
"""ceremony mein""",4,ceremony,mein
"""friendship day""",4,friendship,day
"""rate fix""",4,rate,fix
"""reply kiya""",4,reply,kiya
"""award ni""",4,award,ni
"""me entry""",4,me,entry
"""ho bhai""",4,ho,bhai
"""ne jo""",4,ne,jo
"""krna chah""",4,krna,chah
"""footage kha""",4,footage,kha
"""or maza""",4,or,maza
"""support karty""",4,support,karty
"""pakistan unka""",4,pakistan,unka
"""supply ho""",4,supply,ho
"""glt h""",4,glt,h
"""doval ne""",4,doval,ne
"""start karna""",4,start,karna
"""rupees ke""",4,rupees,ke
"""use hota""",4,use,hota
"""left wale""",4,left,wale
"""message de""",4,message,de
"""supply ka""",4,supply,ka
"""ye imran""",4,ye,imran
"""booked hai""",4,booked,hai
"""rehy hain""",4,rehy,hain
"""town mei""",4,town,mei
"""option hain""",4,option,hain
"""ka ye""",4,ka,ye
"""someone jo""",4,someone,jo
"""he allah""",4,he,allah
"""manish bhai""",4,manish,bhai
"""to shaheed""",4,to,shaheed
"""or tab""",4,or,tab
"""kp ka""",4,kp,ka
"""billion hai""",4,billion,hai
"""leny k""",4,leny,k
"""chief ka""",4,chief,ka
"""rights nahi""",4,rights,nahi
"""apply nahi""",4,apply,nahi
"""shift kar""",4,shift,kar
"""and china""",4,and,china
"""hi hy""",4,hi,hy
"""sec ka""",4,sec,ka
"""pe bat""",4,pe,bat
"""military ke""",4,military,ke
"""vote ka""",4,vote,ka
"""zia ki""",4,zia,ki
"""israel ne""",4,israel,ne
"""me pass""",4,me,pass
"""decision ko""",4,decision,ko
"""in halaat""",4,in,halaat
"""or usse""",4,or,usse
"""power ban""",4,power,ban
"""amit bhai""",4,amit,bhai
"""tea pi""",4,tea,pi
"""bath k""",4,bath,k
"""last din""",4,last,din
"""songs laga""",4,songs,laga
