keys,freq,word1,word2
"""thi as""",3,thi,as
"""mere mention""",3,mere,mention
"""hu yaha""",3,hu,yaha
"""ko wish""",3,ko,wish
"""ho just""",3,ho,just
"""dusre events""",3,dusre,events
"""pe animals""",3,pe,animals
"""ko apne""",3,ko,apne
"""ki se""",3,ki,se
"""se interact""",3,se,interact
"""indian hindu""",3,indian,hindu
"""shah be""",3,shah,be
"""kumar he""",3,kumar,he
"""you see""",3,you,see
"""sonia ji""",3,sonia,ji
"""gov job""",3,gov,job
"""hona hy""",3,hona,hy
"""chutiye fake""",3,chutiye,fake
"""ek engineer""",3,ek,engineer
"""se tl""",3,se,tl
"""yaar twitter""",3,yaar,twitter
"""nawaz shariff""",3,nawaz,shariff
"""ne eid""",3,ne,eid
"""e swag""",3,e,swag
"""chalta h""",3,chalta,h
"""our ap""",3,our,ap
"""hi part""",3,hi,part
"""leti to""",3,leti,to
"""se lek""",3,se,lek
"""hum window""",3,hum,window
"""ki liberals""",3,ki,liberals
"""hum fans""",3,hum,fans
"""ki private""",3,ki,private
"""dar sy""",3,dar,sy
"""photo share""",3,photo,share
"""khoon proud""",3,khoon,proud
"""yuvao ko""",3,yuvao,ko
"""pakistani logo""",3,pakistani,logo
"""song he""",3,song,he
"""ho par""",3,ho,par
"""is ko""",3,is,ko
"""zabardasti convert""",3,zabardasti,convert
"""birthday par""",3,birthday,par
"""apna flag""",3,apna,flag
"""sa prank""",3,sa,prank
"""koi celebrity""",3,koi,celebrity
"""sath merge""",3,sath,merge
"""jayega forest""",3,jayega,forest
"""dwra hartron""",3,dwra,hartron
"""chete ho""",3,chete,ho
"""ka muslims""",3,ka,muslims
"""see what""",3,see,what
"""kay or""",3,kay,or
"""hai just""",3,hai,just
"""month ka""",3,month,ka
"""logon ky""",3,logon,ky
"""hen en""",3,hen,en
"""ka dead""",3,ka,dead
"""ke her""",3,ke,her
"""ye congressi""",3,ye,congressi
"""mere idol""",3,mere,idol
"""we hope""",3,we,hope
"""agar wo""",3,agar,wo
"""wo canadian""",3,wo,canadian
"""peace ki""",3,peace,ki
"""mera or""",3,mera,or
"""aur central""",3,aur,central
"""to flop""",3,to,flop
"""jk ki""",3,jk,ki
"""k khilaf""",3,k,khilaf
"""ye mera""",3,ye,mera
"""jo kitchen""",3,jo,kitchen
"""ye thanks""",3,ye,thanks
"""abi bi""",3,abi,bi
"""jab we""",3,jab,we
"""ek youtube""",3,ek,youtube
"""kar last""",3,kar,last
"""u bloody""",3,u,bloody
"""ka provision""",3,ka,provision
"""hi job""",3,hi,job
"""is pe""",3,is,pe
"""hai journalism""",3,hai,journalism
"""w a""",3,w,a
"""apne log""",3,apne,log
"""do modiji""",3,do,modiji
"""galat logo""",3,galat,logo
"""sharif or""",3,sharif,or
"""pr v""",3,pr,v
"""koi topic""",3,koi,topic
"""ese hi""",3,ese,hi
"""hi place""",3,hi,place
"""dm open""",3,dm,open
"""shadi b""",3,shadi,b
"""life partner""",3,life,partner
"""jiska amount""",3,jiska,amount
"""ki age""",3,ki,age
"""pakistani nation""",3,pakistani,nation
"""raw chep""",3,raw,chep
"""me train""",3,me,train
"""kuch followers""",3,kuch,followers
"""jahan tk""",3,jahan,tk
"""kab release""",3,kab,release
"""to baluchistan""",3,to,baluchistan
"""bhi filter""",3,bhi,filter
"""ka pata""",3,ka,pata
"""mai zehar""",3,mai,zehar
"""ka ziker""",3,ka,ziker
"""de hum""",3,de,hum
"""kya common""",3,kya,common
"""koi resolution""",3,koi,resolution
"""band he""",3,band,he
"""ne air""",3,ne,air
"""he islam""",3,he,islam
"""ko ed""",3,ko,ed
"""par eid""",3,par,eid
"""ambani be""",3,ambani,be
"""aur values""",3,aur,values
"""bade bade""",3,bade,bade
"""rape ke""",3,rape,ke
"""srk ki""",3,srk,ki
"""sir today""",3,sir,today
"""se policy""",3,se,policy
"""koi changes""",3,koi,changes
"""delivery boys""",3,delivery,boys
"""bad he""",3,bad,he
"""ke jaw""",3,ke,jaw
"""to plants""",3,to,plants
"""na mera""",3,na,mera
"""uska credit""",3,uska,credit
"""sir thank""",3,sir,thank
"""he par""",3,he,par
"""hai delete""",3,hai,delete
"""yaar sacred""",3,yaar,sacred
"""utha k""",3,utha,k
"""kiya result""",3,kiya,result
"""ko as""",3,ko,as
"""police to""",3,police,to
"""karte thy""",3,karte,thy
"""i swear""",3,i,swear
"""kya google""",3,kya,google
"""nichle astar""",3,nichle,astar
"""me brother""",3,me,brother
"""china ka""",3,china,ka
"""par tanqeed""",3,par,tanqeed
"""ek ka""",3,ek,ka
"""te the""",3,te,the
"""tune in""",3,tune,in
"""basit ka""",3,basit,ka
"""sir google""",3,sir,google
"""yar in""",3,yar,in
"""film ke""",3,film,ke
"""bro we""",3,bro,we
"""gey to""",3,gey,to
"""ho nuclear""",3,ho,nuclear
"""mein thy""",3,mein,thy
"""da is""",3,da,is
"""gayi to""",3,gayi,to
"""meri all""",3,meri,all
"""mere un""",3,mere,un
"""hain spread""",3,hain,spread
"""yeh political""",3,yeh,political
"""ye protest""",3,ye,protest
"""aaega cats""",3,aaega,cats
"""khilaf cats""",3,khilaf,cats
"""pr cm""",3,pr,cm
"""koi aik""",3,koi,aik
"""ladakh is""",3,ladakh,is
"""ho love""",3,ho,love
"""hai mobile""",3,hai,mobile
"""ke daily""",3,ke,daily
"""me sheikh""",3,me,sheikh
"""tera pm""",3,tera,pm
"""sare post""",3,sare,post
"""number ke""",3,number,ke
"""salam to""",3,salam,to
"""di lant""",3,di,lant
"""full video""",3,full,video
"""kam army""",3,kam,army
"""ho its""",3,ho,its
"""ka time""",3,ka,time
"""ap pakistan""",3,ap,pakistan
"""kisi muslim""",3,kisi,muslim
"""anurag kashyap""",3,anurag,kashyap
"""hi mujy""",3,hi,mujy
"""tabe gobind""",3,tabe,gobind
"""go get""",3,go,get
"""ek garbage""",3,ek,garbage
"""pakistan bahut""",3,pakistan,bahut
"""ho wesay""",3,ho,wesay
"""hoty tou""",3,hoty,tou
"""apni books""",3,apni,books
"""toh status""",3,toh,status
"""b tag""",3,b,tag
"""na jaiz""",3,na,jaiz
"""ki wih""",3,ki,wih
"""jo pmln""",3,jo,pmln
"""hai surrender""",3,hai,surrender
"""lo video""",3,lo,video
"""kal is""",3,kal,is
"""hai porn""",3,hai,porn
"""ko relief""",3,ko,relief
"""bhadde comment""",3,bhadde,comment
"""nahi thanks""",3,nahi,thanks
"""jaa skti""",3,jaa,skti
"""he on""",3,he,on
"""tu and""",3,tu,and
"""u ever""",3,u,ever
"""bhi time""",3,bhi,time
"""tu tweeter""",3,tu,tweeter
"""pakistani aik""",3,pakistani,aik
"""gay laykin""",3,gay,laykin
"""kal mission""",3,kal,mission
"""pmln ppp""",3,pmln,ppp
"""sirf muslims""",3,sirf,muslims
"""pe claim""",3,pe,claim
"""h porkistan""",3,h,porkistan
"""he un""",3,he,un
"""beyar gil""",3,beyar,gil
"""ke mans""",3,ke,mans
"""par shame""",3,par,shame
"""kar diya""",3,kar,diya
"""sirf assignments""",3,sirf,assignments
"""is tarah""",3,is,tarah
"""hi but""",3,hi,but
"""ke convert""",3,ke,convert
"""pak occupied""",3,pak,occupied
"""baat hai""",3,baat,hai
"""bhi kp""",3,bhi,kp
"""ab suicide""",3,ab,suicide
"""ya galat""",3,ya,galat
"""dalo gy""",3,dalo,gy
"""ko such""",3,ko,such
"""blue tick""",3,blue,tick
"""gand marva""",3,gand,marva
"""koi sensible""",3,koi,sensible
"""k mr""",3,k,mr
"""ka ye""",3,ka,ye
"""mera birthday""",3,mera,birthday
"""pe ppp""",3,pe,ppp
"""he wha""",3,he,wha
"""kiya wo""",3,kiya,wo
"""aur at""",3,aur,at
"""hmari gormint""",3,hmari,gormint
"""jab mission""",3,jab,mission
"""toh take""",3,toh,take
"""hai flood""",3,hai,flood
"""hai about""",3,hai,about
"""ki laws""",3,ki,laws
"""wali army""",3,wali,army
"""ek ips""",3,ek,ips
"""kisko blame""",3,kisko,blame
"""lambi speech""",3,lambi,speech
"""sabha me""",3,sabha,me
"""pakistan samait""",3,pakistan,samait
"""sir khora""",3,sir,khora
"""phly he""",3,phly,he
"""hi interpret""",3,hi,interpret
"""ke indians""",3,ke,indians
"""ek tree""",3,ek,tree
"""hy thanks""",3,hy,thanks
"""bose is""",3,bose,is
"""bina condom""",3,bina,condom
"""rha vese""",3,rha,vese
"""khuda ky""",3,khuda,ky
"""g or""",3,g,or
"""thi stone""",3,thi,stone
"""bhi evidence""",3,bhi,evidence
"""ko fully""",3,ko,fully
"""aur trump""",3,aur,trump
"""kay dour""",3,kay,dour
"""ek min""",3,ek,min
"""bhai stethoscope""",3,bhai,stethoscope
"""ki cow""",3,ki,cow
"""lol ye""",3,lol,ye
"""ki tw""",3,ki,tw
"""khalistan nagaland""",3,khalistan,nagaland
"""tabah kr""",3,tabah,kr
"""hu service""",3,hu,service
"""jail m""",3,jail,m
"""se delete""",3,se,delete
"""case ppp""",3,case,ppp
"""ek copy""",3,ek,copy
"""ye serial""",3,ye,serial
"""hain bus""",3,hain,bus
"""ko non""",3,ko,non
"""bio me""",3,bio,me
"""ka survey""",3,ka,survey
"""se pak""",3,se,pak
"""ki bonding""",3,ki,bonding
"""sir take""",3,sir,take
"""ya normal""",3,ya,normal
"""ne resign""",3,ne,resign
"""hit de""",3,hit,de
"""ka change""",3,ka,change
"""kr ray""",3,kr,ray
"""dil pregnent""",3,dil,pregnent
"""ek street""",3,ek,street
"""modi bear""",3,modi,bear
"""ke political""",3,ke,political
"""ho stop""",3,ho,stop
"""ko achi""",3,ko,achi
"""hi f16""",3,hi,f16
"""hain common""",3,hain,common
"""hemant kumar""",3,hemant,kumar
"""dalo to""",3,dalo,to
"""ki limit""",3,ki,limit
"""pahle he""",3,pahle,he
"""so is""",3,so,is
"""its just""",3,its,just
"""usko block""",3,usko,block
"""kal national""",3,kal,national
"""fake photos""",3,fake,photos
"""tak inc""",3,tak,inc
"""desi parents""",3,desi,parents
"""ki complain""",3,ki,complain
"""bana de""",3,bana,de
"""kay sub""",3,kay,sub
"""gai ha""",3,gai,ha
"""ni accept""",3,ni,accept
"""des k""",3,des,k
"""itne confidence""",3,itne,confidence
"""to power""",3,to,power
"""filhal to""",3,filhal,to
"""ab school""",3,ab,school
"""aur sarcasm""",3,aur,sarcasm
"""see this""",3,see,this
"""gang se""",3,gang,se
"""ease of""",3,ease,of
"""you say""",3,you,say
"""aap ne""",3,aap,ne
"""hai indus""",3,hai,indus
"""achy log""",3,achy,log
"""america russia""",3,america,russia
"""ap b""",3,ap,b
"""anti nationalist""",3,anti,nationalist
"""se air""",3,se,air
"""meri shop""",3,meri,shop
"""ka question""",3,ka,question
"""yahan k""",3,yahan,k
"""ye tw""",3,ye,tw
"""sar p""",3,sar,p
"""har movie""",3,har,movie
"""ye btw""",3,ye,btw
"""lakh jobs""",3,lakh,jobs
"""aapkr govt""",3,aapkr,govt
"""se cuttoff""",3,se,cuttoff
"""ke pics""",3,ke,pics
"""lagaty thy""",3,lagaty,thy
"""aye or""",3,aye,or
"""ki griftari""",3,ki,griftari
"""khan knows""",3,khan,knows
"""pulwama like""",3,pulwama,like
"""lga k""",3,lga,k
"""islam main""",3,islam,main
"""aur show""",3,aur,show
"""ke movie""",3,ke,movie
"""bas negativity""",3,bas,negativity
"""ye respect""",3,ye,respect
"""mere block""",3,mere,block
"""ek document""",3,ek,document
"""hota thanks""",3,hota,thanks
"""rot in""",3,rot,in
"""team se""",3,team,se
"""ke supporters""",3,ke,supporters
"""ya black""",3,ya,black
"""tweet to""",3,tweet,to
"""ek big""",3,ek,big
"""hamare cg""",3,hamare,cg
"""b ker""",3,b,ker
"""sa village""",3,sa,village
"""hai unko""",3,hai,unko
"""yahodi agent""",3,yahodi,agent
"""kashmir sold""",3,kashmir,sold
"""mante the""",3,mante,the
"""liye resign""",3,liye,resign
"""nein union""",3,nein,union
"""aur gafoor""",3,aur,gafoor
"""hu k""",3,hu,k
"""kitna water""",3,kitna,water
"""ko flop""",3,ko,flop
"""ke survival""",3,ke,survival
"""bhi notification""",3,bhi,notification
"""hui thi""",3,hui,thi
"""indira rajiv""",3,indira,rajiv
"""kaha apny""",3,kaha,apny
"""yeh banda""",3,yeh,banda
"""nahi fighter""",3,nahi,fighter
"""wait a""",3,wait,a
"""hai original""",3,hai,original
"""mega tree""",3,mega,tree
"""h loc""",3,h,loc
"""himat hy""",3,himat,hy
"""bhai ek""",3,bhai,ek
"""phir congress""",3,phir,congress
"""saal placement""",3,saal,placement
"""dete to""",3,dete,to
"""ko stable""",3,ko,stable
"""rahi thy""",3,rahi,thy
"""de ye""",3,de,ye
"""ki scholarship""",3,ki,scholarship
"""ko treatment""",3,ko,treatment
"""mein media""",3,mein,media
"""ni ha""",3,ni,ha
"""k bear""",3,k,bear
"""name veer""",3,name,veer
"""bob the""",3,bob,the
"""nai ati""",3,nai,ati
"""ab west""",3,ab,west
"""nahin to""",3,nahin,to
"""you your""",3,you,your
"""puche une""",3,puche,une
"""aur minorities""",3,aur,minorities
"""ke dwara""",3,ke,dwara
"""yeh indian""",3,yeh,indian
"""sharif ki""",3,sharif,ki
"""ko political""",3,ko,political
"""bhutto family""",3,bhutto,family
"""hai used""",3,hai,used
"""bhai whatsapp""",3,bhai,whatsapp
"""kuch decision""",3,kuch,decision
"""sab states""",3,sab,states
"""or company""",3,or,company
"""ab such""",3,ab,such
"""ka opening""",3,ka,opening
"""h randi""",3,h,randi
"""un par""",3,un,par
"""diya opposition""",3,diya,opposition
"""na es""",3,na,es
"""sabit kr""",3,sabit,kr
"""ab realme""",3,ab,realme
"""phle ache""",3,phle,ache
"""ko rashtriya""",3,ko,rashtriya
"""ka song""",3,ka,song
"""koi words""",3,koi,words
"""yaar is""",3,yaar,is
"""hi song""",3,hi,song
"""ko mis""",3,ko,mis
"""ki biopic""",3,ki,biopic
"""aap government""",3,aap,government
"""khalistan to""",3,khalistan,to
"""uska port""",3,uska,port
"""donation dia""",3,donation,dia
"""j n""",3,j,n
"""basis pe""",3,basis,pe
"""mithilesh from""",3,mithilesh,from
"""ke note""",3,ke,note
"""ne wrong""",3,ne,wrong
"""hotey to""",3,hotey,to
"""bughaz e""",3,bughaz,e
"""koi threat""",3,koi,threat
"""tha she""",3,tha,she
"""k size""",3,k,size
"""hu gyi""",3,hu,gyi
"""mary to""",3,mary,to
"""log army""",3,log,army
"""hain pr""",3,hain,pr
"""bhi chez""",3,bhi,chez
"""denge from""",3,denge,from
"""dance bar""",3,dance,bar
"""tha main""",3,tha,main
"""nahi that""",3,nahi,that
"""se 20k""",3,se,20k
"""bta or""",3,bta,or
"""asal goshat""",3,asal,goshat
"""khan to""",3,khan,to
"""ki zomato""",3,ki,zomato
"""ek true""",3,ek,true
"""kisi army""",3,kisi,army
"""office me""",3,office,me
"""kaha he""",3,kaha,he
"""inki population""",3,inki,population
"""ye exam""",3,ye,exam
"""ko change""",3,ko,change
"""ni kyu""",3,ni,kyu
"""hu bro""",3,hu,bro
"""ki position""",3,ki,position
"""dunia k""",3,dunia,k
"""ki ek""",3,ki,ek
"""srk is""",3,srk,is
"""ko dalit""",3,ko,dalit
"""ki it""",3,ki,it
"""kashmir lay""",3,kashmir,lay
"""eid aur""",3,eid,aur
"""saare anti""",3,saare,anti
"""hai relationship""",3,hai,relationship
"""jab sy""",3,jab,sy
"""to iok""",3,to,iok
"""par up""",3,par,up
"""asi sansthan""",3,asi,sansthan
"""h yesterday""",3,h,yesterday
"""post k""",3,post,k
"""aaj 3rd""",3,aaj,3rd
"""leta to""",3,leta,to
"""thori he""",3,thori,he
"""kuch genuine""",3,kuch,genuine
"""se practice""",3,se,practice
"""na logic""",3,na,logic
"""nhi siblings""",3,nhi,siblings
"""atta farmay""",3,atta,farmay
"""kr sake""",3,kr,sake
"""hai entertainment""",3,hai,entertainment
"""ap ek""",3,ap,ek
"""hath or""",3,hath,or
"""jis channel""",3,jis,channel
"""ge ur""",3,ge,ur
"""just because""",3,just,because
"""mata ko""",3,mata,ko
"""mein difference""",3,mein,difference
"""raha shame""",3,raha,shame
"""hindu friends""",3,hindu,friends
"""ka label""",3,ka,label
"""ko ki""",3,ko,ki
"""se cbt""",3,se,cbt
"""hai khalistan""",3,hai,khalistan
"""ki insta""",3,ki,insta
"""hain mostly""",3,hain,mostly
"""krte h""",3,krte,h
"""you sir""",3,you,sir
"""pakka confirm""",3,pakka,confirm
"""desh mai""",3,desh,mai
"""hai dead""",3,hai,dead
"""bhi ut""",3,bhi,ut
"""a golden""",3,a,golden
"""so dnt""",3,so,dnt
"""ke screenshot""",3,ke,screenshot
"""know your""",3,know,your
"""ko check""",3,ko,check
"""ki pants""",3,ki,pants
"""show ke""",3,show,ke
"""ha phly""",3,ha,phly
"""se bus""",3,se,bus
"""hu ek""",3,hu,ek
"""itni development""",3,itni,development
"""jis muslim""",3,jis,muslim
"""rai hy""",3,rai,hy
"""wish k""",3,wish,k
"""kal picture""",3,kal,picture
"""hi msg""",3,hi,msg
"""on a""",3,on,a
"""to data""",3,to,data
"""apnay parents""",3,apnay,parents
"""raha and""",3,raha,and
"""hai thank""",3,hai,thank
"""market me""",3,market,me
"""ye open""",3,ye,open
"""main hi""",3,main,hi
"""pe pressure""",3,pe,pressure
"""ya memes""",3,ya,memes
"""hi attack""",3,hi,attack
"""ek solid""",3,ek,solid
"""or aik""",3,or,aik
"""nahi thy""",3,nahi,thy
"""shukar he""",3,shukar,he
"""male or""",3,male,or
"""hu mera""",3,hu,mera
"""jeeve porkistan""",3,jeeve,porkistan
"""leader ki""",3,leader,ki
"""wala scene""",3,wala,scene
"""gaand main""",3,gaand,main
"""k noon""",3,k,noon
"""bhi limited""",3,bhi,limited
"""ek term""",3,ek,term
"""logo nai""",3,logo,nai
"""god of""",3,god,of
"""gaya for""",3,gaya,for
"""ko north""",3,ko,north
"""ab os""",3,ab,os
"""ek vedio""",3,ek,vedio
"""mereko block""",3,mereko,block
"""hindu population""",3,hindu,population
"""apne account""",3,apne,account
"""meri apse""",3,meri,apse
"""jab logic""",3,jab,logic
"""hi di""",3,hi,di
"""this was""",3,this,was
"""hai sary""",3,hai,sary
"""to pak""",3,to,pak
"""urdu word""",3,urdu,word
"""hindi via""",3,hindi,via
"""se on""",3,se,on
"""ko flat""",3,ko,flat
"""magar screen""",3,magar,screen
"""ko re""",3,ko,re
"""screen mile""",3,screen,mile
"""hain hospital""",3,hain,hospital
"""hi slow""",3,hi,slow
"""ka interest""",3,ka,interest
"""me arrest""",3,me,arrest
"""to iss""",3,to,iss
"""khan indira""",3,khan,indira
"""ek private""",3,ek,private
"""china ki""",3,china,ki
"""da de""",3,da,de
"""baat such""",3,baat,such
"""ne up""",3,ne,up
"""ne google""",3,ne,google
"""he loves""",3,he,loves
"""koi medicine""",3,koi,medicine
"""rakhe the""",3,rakhe,the
"""ndtv ke""",3,ndtv,ke
"""hu freedom""",3,hu,freedom
"""soch is""",3,soch,is
"""we stan""",3,we,stan
"""ne afghanistan""",3,ne,afghanistan
"""ya pml""",3,ya,pml
"""adat hy""",3,adat,hy
"""apna pic""",3,apna,pic
"""hogi or""",3,hogi,or
"""ke story""",3,ke,story
"""andha baetey""",3,andha,baetey
"""nahi antim""",3,nahi,antim
"""waise aloo""",3,waise,aloo
"""pe delete""",3,pe,delete
"""mein business""",3,mein,business
"""hi minority""",3,hi,minority
"""me job""",3,me,job
"""na for""",3,na,for
"""main pure""",3,main,pure
"""k full""",3,k,full
"""abbas k""",3,abbas,k
"""sy bhi""",3,sy,bhi
"""hai ise""",3,hai,ise
"""or log""",3,or,log
"""kumar or""",3,kumar,or
"""ko patriotic""",3,ko,patriotic
"""salo se""",3,salo,se
"""sorry on""",3,sorry,on
"""mutabiq tou""",3,mutabiq,tou
"""ko ak""",3,ko,ak
"""mind me""",3,mind,me
"""mera comment""",3,mera,comment
"""baar block""",3,baar,block
"""ke constitution""",3,ke,constitution
"""bar he""",3,bar,he
"""inke ache""",3,inke,ache
"""bahut saare""",3,bahut,saare
"""thi school""",3,thi,school
"""mera group""",3,mera,group
"""do youth""",3,do,youth
"""ager ap""",3,ager,ap
"""tu camel""",3,tu,camel
"""hai full""",3,hai,full
"""yes no""",3,yes,no
"""wo police""",3,wo,police
"""ske or""",3,ske,or
"""wo actually""",3,wo,actually
"""hi against""",3,hi,against
"""rahy ho""",3,rahy,ho
"""ne tu""",3,ne,tu
"""or kon""",3,or,kon
"""ne pta""",3,ne,pta
"""deshbhakti ka""",3,deshbhakti,ka
"""world tour""",3,world,tour
"""inko free""",3,inko,free
"""karta to""",3,karta,to
"""degi after""",3,degi,after
"""humare internal""",3,humare,internal
"""bharat ko""",3,bharat,ko
"""esi company""",3,esi,company
"""ki independence""",3,ki,independence
"""ko plate""",3,ko,plate
"""n his""",3,n,his
"""door to""",3,door,to
"""karte hai""",3,karte,hai
"""den gay""",3,den,gay
"""ki after""",3,ki,after
"""or gyan""",3,or,gyan
"""ne time""",3,ne,time
"""wah re""",3,wah,re
"""bhai hospital""",3,bhai,hospital
"""wo tweet""",3,wo,tweet
"""par thanks""",3,par,thanks
"""jo marzi""",3,jo,marzi
"""woh leaders""",3,woh,leaders
"""ke human""",3,ke,human
"""and kashmiris""",3,and,kashmiris
"""koi official""",3,koi,official
"""lahore to""",3,lahore,to
"""bhi tou""",3,bhi,tou
"""hope u""",3,hope,u
"""abhinandan ko""",3,abhinandan,ko
"""barish main""",3,barish,main
"""ki us""",3,ki,us
"""kashmir war""",3,kashmir,war
"""ye stars""",3,ye,stars
"""you out""",3,you,out
"""bai ne""",3,bai,ne
"""uss k""",3,uss,k
"""kon si""",3,kon,si
"""like u""",3,like,u
"""ki tuition""",3,ki,tuition
"""for ever""",3,for,ever
"""ghatiya language""",3,ghatiya,language
"""ki secular""",3,ki,secular
"""batai to""",3,batai,to
"""tha aur""",3,tha,aur
"""thi on""",3,thi,on
"""goo india""",3,goo,india
"""eraadoon ma""",3,eraadoon,ma
"""tshadoot barbryaatt""",3,tshadoot,barbryaatt
"""gay parookaarr""",3,gay,parookaarr
"""gay barsrypekaar""",3,gay,barsrypekaar
"""rakha hy""",3,rakha,hy
"""apas may""",3,apas,may
"""ka surprise""",3,ka,surprise
"""ne free""",3,ne,free
"""saktay to""",3,saktay,to
"""mere favorite""",3,mere,favorite
"""hota but""",3,hota,but
"""hai secularism""",3,hai,secularism
"""k p""",3,k,p
"""anchor or""",3,anchor,or
"""hai rs""",3,hai,rs
"""hoga for""",3,hoga,for
"""ko emotional""",3,ko,emotional
"""aur mns""",3,aur,mns
"""ko railway""",3,ko,railway
"""tumhara east""",3,tumhara,east
"""dia tha""",3,dia,tha
"""ko result""",3,ko,result
"""i would""",3,i,would
"""h jo""",3,h,jo
"""jo budget""",3,jo,budget
"""par ki""",3,par,ki
"""aik black""",3,aik,black
"""kr lie""",3,kr,lie
"""narendra modi""",3,narendra,modi
"""jab pm""",3,jab,pm
"""my mind""",3,my,mind
"""tv anchors""",3,tv,anchors
"""shuru se""",3,shuru,se
"""wo condom""",3,wo,condom
"""ki happy""",3,ki,happy
"""maar ker""",3,maar,ker
"""kya please""",3,kya,please
"""its my""",3,its,my
"""roj price""",3,roj,price
"""bht se""",3,bht,se
"""shah g""",3,shah,g
"""ya us""",3,ya,us
"""maine is""",3,maine,is
"""kashmir needs""",3,kashmir,needs
"""par lanat""",3,par,lanat
"""neta the""",3,neta,the
"""i phone""",3,i,phone
"""sare tv""",3,sare,tv
"""pm tha""",3,pm,tha
"""tum jaisy""",3,tum,jaisy
"""ka invention""",3,ka,invention
"""ki qistain""",3,ki,qistain
"""agar muslims""",3,agar,muslims
"""hi trade""",3,hi,trade
"""iss train""",3,iss,train
"""kashmir dy""",3,kashmir,dy
"""uska pilot""",3,uska,pilot
"""aap sy""",3,aap,sy
"""do wo""",3,do,wo
"""jae ga""",3,jae,ga
"""say us""",3,say,us
"""post se""",3,post,se
"""hai content""",3,hai,content
"""karnay say""",3,karnay,say
"""suna hai""",3,suna,hai
"""humari govt""",3,humari,govt
"""thi he""",3,thi,he
"""gaali de""",3,gaali,de
"""ki plants""",3,ki,plants
"""uske bad""",3,uske,bad
"""gaya article""",3,gaya,article
"""khud survey""",3,khud,survey
"""se k""",3,se,k
"""kashmir ka""",3,kashmir,ka
"""ke minister""",3,ke,minister
"""mein flag""",3,mein,flag
"""se true""",3,se,true
"""meri best""",3,meri,best
"""real life""",3,real,life
"""hone wala""",3,hone,wala
"""hi memes""",3,hi,memes
"""aur air""",3,aur,air
"""to waisy""",3,to,waisy
"""hum bi""",3,hum,bi
"""ap be""",3,ap,be
"""laga ke""",3,laga,ke
"""allah mohammed""",3,allah,mohammed
"""mai condom""",3,mai,condom
"""and pls""",3,and,pls
"""ho pragati""",3,ho,pragati
"""aur and""",3,aur,and
"""jesi hy""",3,jesi,hy
"""bas her""",3,bas,her
"""yaad delina""",3,yaad,delina
"""no need""",3,no,need
"""koi mujy""",3,koi,mujy
"""i accept""",3,i,accept
"""wale fake""",3,wale,fake
"""unko 1sal""",3,unko,1sal
"""kar thanks""",3,kar,thanks
"""mey band""",3,mey,band
"""adalat civil""",3,adalat,civil
"""no may""",3,no,may
"""adalat k""",3,adalat,k
"""se retweet""",3,se,retweet
"""wo builder""",3,wo,builder
"""log builder""",3,log,builder
"""aunty ko""",3,aunty,ko
"""hai understand""",3,hai,understand
"""toh general""",3,toh,general
"""gya but""",3,gya,but
"""ji says""",3,ji,says
"""maharashtra ke""",3,maharashtra,ke
"""hu railway""",3,hu,railway
"""busy hai""",3,busy,hai
"""eid in""",3,eid,in
"""to shopper""",3,to,shopper
"""pok v""",3,pok,v
"""ne quote""",3,ne,quote
"""bhi profile""",3,bhi,profile
"""i promise""",3,i,promise
"""lag gya""",3,lag,gya
"""k talent""",3,k,talent
"""ker rahy""",3,ker,rahy
"""kuch state""",3,kuch,state
"""hain that""",3,hain,that
"""chaly jaty""",3,chaly,jaty
"""rani mukherjee""",3,rani,mukherjee
"""betian nuclear""",3,betian,nuclear
"""unka business""",3,unka,business
"""kabhi newspaper""",3,kabhi,newspaper
"""sy laky""",3,sy,laky
"""tu n""",3,tu,n
"""sab sacred""",3,sab,sacred
"""ab thanks""",3,ab,thanks
"""and it""",3,and,it
"""ke first""",3,ke,first
"""sir one""",3,sir,one
"""ki call""",3,ki,call
"""payment ya""",3,payment,ya
"""hain take""",3,hain,take
"""hai mans""",3,hai,mans
"""shaitan to""",3,shaitan,to
"""aurat k""",3,aurat,k
"""nahi pata""",3,nahi,pata
"""se friends""",3,se,friends
"""thoda sa""",3,thoda,sa
"""apne officers""",3,apne,officers
"""aur train""",3,aur,train
"""i too""",3,i,too
"""h mai""",3,h,mai
"""karo news""",3,karo,news
"""aur different""",3,aur,different
"""walon k""",3,walon,k
"""talat hussain""",3,talat,hussain
"""da ko""",3,da,ko
"""jaise griwo""",3,jaise,griwo
"""ki whatsapp""",3,ki,whatsapp
"""ek debate""",3,ek,debate
"""power house""",3,power,house
"""hai reject""",3,hai,reject
"""plz give""",3,plz,give
"""iss account""",3,iss,account
"""or bhi""",3,or,bhi
"""anay par""",3,anay,par
"""tumhari jaani""",3,tumhari,jaani
"""main network""",3,main,network
"""aug ko""",3,aug,ko
"""kar den""",3,kar,den
"""tejart band""",3,tejart,band
"""tyar hy""",3,tyar,hy
"""tu gandhi""",3,tu,gandhi
"""ya channel""",3,ya,channel
"""hi tweeter""",3,hi,tweeter
"""inshallah boys""",3,inshallah,boys
"""tab wo""",3,tab,wo
"""har festival""",3,har,festival
"""bhai freedom""",3,bhai,freedom
"""kary gay""",3,kary,gay
"""dr singh""",3,dr,singh
"""arbon kharbon""",3,arbon,kharbon
"""ka foreign""",3,ka,foreign
"""unhe party""",3,unhe,party
